date,open,high,low,close,volume
2025-06-30 04:00:00+00:00,201.21,206.57,198.47,204.36,91912816
2025-07-01 04:00:00+00:00,205.85,209.36,205.33,207.0,78788867
2025-07-02 04:00:00+00:00,208.08,212.5,207.32,211.6,67941811
2025-07-03 04:00:00+00:00,211.31,213.8,210.97,212.71,34955836
2025-07-07 04:00:00+00:00,211.84,215.38,207.97,209.12,50228984
2025-07-08 04:00:00+00:00,209.27,210.59,207.63,209.18,42848928
2025-07-09 04:00:00+00:00,208.7,210.49,206.4,210.31,48749367
2025-07-10 04:00:00+00:00,209.67,212.64,209.2,211.57,44443634
2025-07-11 04:00:00+00:00,209.73,211.29,209.03,210.33,39765812
2025-07-14 04:00:00+00:00,209.1,210.08,206.72,207.8,38840111
2025-07-15 04:00:00+00:00,208.39,211.05,208.09,208.28,42296339
2025-07-16 04:00:00+00:00,209.46,211.56,207.82,209.33,47483372
2025-07-17 04:00:00+00:00,209.74,210.96,208.76,209.19,48067750
2025-07-18 04:00:00+00:00,210.04,210.95,208.88,210.35,48972900
2025-07-21 04:00:00+00:00,211.26,214.93,210.79,211.64,51377434
2025-07-22 04:00:00+00:00,212.3,214.1,211.39,213.55,46404072
2025-07-23 04:00:00+00:00,214.15,214.3,211.57,213.3,46989301
2025-07-24 04:00:00+00:00,213.05,214.84,212.69,212.92,46022620
2025-07-25 04:00:00+00:00,213.85,214.39,212.56,213.03,40268781
2025-07-28 04:00:00+00:00,213.18,214.0,212.22,213.2,37858017
2025-07-29 04:00:00+00:00,213.33,213.96,209.99,210.44,51411723
2025-07-30 04:00:00+00:00,211.06,211.55,206.9,208.22,45511423
2025-07-31 04:00:00+00:00,207.67,209.01,206.34,206.75,80698431
2025-08-01 04:00:00+00:00,210.03,212.74,200.7,201.58,104434473
2025-08-04 04:00:00+00:00,203.7,207.06,200.88,202.55,75109298
2025-08-05 04:00:00+00:00,202.6,204.53,201.36,202.12,44155079
2025-08-06 04:00:00+00:00,204.82,214.53,204.78,212.41,108483103
2025-08-07 04:00:00+00:00,218.01,219.98,215.72,219.16,90224834
2025-08-08 04:00:00+00:00,219.96,230.09,218.38,228.44,113853967
2025-08-11 04:00:00+00:00,227.28,228.91,224.13,226.54,61806132
2025-08-12 04:00:00+00:00,227.36,230.15,226.43,229.0,55672301
2025-08-13 04:00:00+00:00,230.42,234.34,229.78,232.67,69878546
2025-08-14 04:00:00+00:00,233.39,234.46,230.2,232.12,51916275
2025-08-15 04:00:00+00:00,233.34,233.62,228.69,230.94,56038657
2025-08-18 04:00:00+00:00,231.05,232.46,229.46,230.24,37476188
2025-08-19 04:00:00+00:00,230.62,232.21,228.7,229.91,39402564
2025-08-20 04:00:00+00:00,229.33,229.82,225.13,225.37,42263865
2025-08-21 04:00:00+00:00,225.63,225.88,223.15,224.27,30621249
2025-08-22 04:00:00+00:00,225.53,228.44,224.77,227.12,42477811
2025-08-25 04:00:00+00:00,225.84,228.65,225.59,226.52,30983133
2025-08-26 04:00:00+00:00,226.23,228.84,224.06,228.66,54575107
2025-08-27 04:00:00+00:00,227.97,230.25,227.62,229.84,31259513
2025-08-28 04:00:00+00:00,230.17,232.75,228.69,231.9,38074700
2025-08-29 04:00:00+00:00,231.85,232.72,230.72,231.49,39391509
2025-09-02 04:00:00+00:00,228.6,230.2,226.33,229.07,44075638
2025-09-03 04:00:00+00:00,236.54,238.18,233.7,237.8,66427835
2025-09-04 04:00:00+00:00,237.78,239.22,236.07,239.1,47549429
2025-09-05 04:00:00+00:00,239.32,240.64,237.82,239.01,54848690
2025-09-08 04:00:00+00:00,238.62,239.47,235.67,237.21,48999495
2025-09-09 04:00:00+00:00,236.33,238.11,232.7,233.69,66313918
2025-09-10 04:00:00+00:00,231.53,231.76,225.31,226.15,83440810
2025-09-11 04:00:00+00:00,226.23,229.8,226.01,229.38,50195174
2025-09-12 04:00:00+00:00,228.57,233.85,228.37,233.41,55824216
2025-09-15 04:00:00+00:00,236.33,237.52,234.37,236.03,42699524
2025-09-16 04:00:00+00:00,236.51,240.54,235.66,237.48,63421099
2025-09-17 04:00:00+00:00,238.3,239.42,237.06,238.32,46508017
2025-09-18 04:00:00+00:00,239.29,240.52,235.98,237.21,44249576
2025-09-19 04:00:00+00:00,240.54,245.61,239.53,244.81,163741314
2025-09-22 04:00:00+00:00,247.6,255.92,247.42,255.36,105517416
2025-09-23 04:00:00+00:00,255.15,256.61,252.86,253.71,60275187
2025-09-24 04:00:00+00:00,254.5,255.02,250.33,251.6,42303710
2025-09-25 04:00:00+00:00,252.49,256.44,251.0,256.15,55202075
2025-09-26 04:00:00+00:00,253.38,256.87,253.06,254.74,46076258
2025-09-29 04:00:00+00:00,253.84,254.28,252.3,253.71,40127687
2025-09-30 04:00:00+00:00,254.14,255.2,252.4,253.91,37704259
2025-10-01 04:00:00+00:00,254.32,258.06,254.21,254.73,48713940
2025-10-02 04:00:00+00:00,255.85,257.45,253.43,256.4,42630239
2025-10-03 04:00:00+00:00,253.95,258.51,253.23,257.29,49155614
2025-10-06 04:00:00+00:00,257.26,258.34,254.33,255.97,44664118
2025-10-07 04:00:00+00:00,256.08,256.67,254.71,255.76,31955776
2025-10-08 04:00:00+00:00,255.8,257.79,255.39,257.33,36496895
2025-10-09 04:00:00+00:00,257.08,257.27,252.43,253.32,38322012
2025-10-10 04:00:00+00:00,254.22,255.66,243.31,244.58,61999098
2025-10-13 04:00:00+00:00,248.68,248.99,244.87,246.96,38142942
2025-10-14 04:00:00+00:00,245.9,248.14,244.01,247.07,35477986
2025-10-15 04:00:00+00:00,248.78,251.11,246.77,248.64,33893611
2025-10-16 04:00:00+00:00,247.55,248.34,244.44,246.75,39776974
2025-10-17 04:00:00+00:00,247.32,252.67,246.57,251.58,49146961
2025-10-20 04:00:00+00:00,255.16,263.63,254.91,261.5,90483029
2025-10-21 04:00:00+00:00,261.14,264.54,261.09,262.03,46692347
2025-10-22 04:00:00+00:00,261.91,262.11,254.71,257.72,45011970
2025-10-23 04:00:00+00:00,259.21,259.88,257.28,258.85,32752139
2025-10-24 04:00:00+00:00,260.45,263.38,258.45,262.08,38253517
2025-10-27 04:00:00+00:00,264.13,268.36,263.9,268.05,44888052
2025-10-28 04:00:00+00:00,268.23,269.13,267.39,268.24,41534547
2025-10-29 04:00:00+00:00,268.52,270.64,266.36,268.94,51086742
2025-10-30 04:00:00+00:00,271.22,273.37,267.72,270.63,69886281
2025-10-31 04:00:00+00:00,276.21,276.54,268.4,269.61,86167123
2025-11-03 05:00:00+00:00,269.66,270.09,265.5,268.29,50194583
2025-11-04 05:00:00+00:00,267.57,270.72,266.86,269.28,49274846
2025-11-05 05:00:00+00:00,267.85,270.93,266.18,269.38,43683072
2025-11-06 05:00:00+00:00,267.13,272.63,267.13,269.01,51204045
2025-11-07 05:00:00+00:00,269.03,271.52,266.02,267.71,48227365
2025-11-10 05:00:00+00:00,268.46,273.22,266.96,268.93,41312412
